source,id,retweetCount,replyCount,likeCount,quoteCount,viewCount,advocacy_msg_type_illuminating,issue_msg_type_illuminating,attack_msg_type_illuminating,covid_topic_illuminating,economy_topic_illuminating,education_topic_illuminating,environment_topic_illuminating,incivility_illuminating,fraud_illuminating
Twitter Web App,7fd1874653b200f2c7e1c3b51b907bfbb96d6a611026a775ec8a18e12f17fe3b,1026,678,5194,209,915955,,,,,,,,,0
Twitter Web App,7fd556c98cb404062b4df78df71769bd9ff5e78a1b0cefd11f5f268e6686d221,239,49,581,2,13284,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
Twitter Web App,7fd6bea0a438770c779d5509d3204e7277a527ef7127a7bf2c3267d01634f28c,212,22,1062,8,25683,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,7fdd875974b2b4f52a907e64307b80aa2c9477b132ee302d3d72346b2a2cbeb1,2749,1233,12143,117,350026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,7fe4a7ad9ff2b4bcfdb0fda441d0fcdf00478edf30514f321a1241b518a4637e,13,8,81,1,1792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,7fe9cd677471c9e0cb5eedeec3a1cbe3387477f409d80299cb0f4f65ee0ebd6a,197,48,504,8,62464,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,7ff529187e790e16df687fc34742093f56080a4a0fb291a609687d56c9e82e4d,501,163,2194,39,86071,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,7ff5909ed233a27e3bcbb9f39fa99b0b010358666a204bf8192635025734c36c,182,33,392,4,20373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,7ff7708f921caa80857b0566323b05c5f6198cd1a84682b3a157e4eb1f7ecf4d,891,390,3576,121,316227,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,7ffd2ce7c34ecb5e66bdebdeb53e38dad58b9231c21e17b6aab08e3b658dddd8,222,90,786,9,41149,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Twitter Web App,8000738bfe44ab43f8ea4f7cc914990f43f5e21e4a9e0199250d087c7253c660,150,50,481,4,25815,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,80013710b99ddc55a94e407c2e2b0f5095fca0478b176954fc886e09bc1bb07d,0,2,9,0,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,800869a9b802f57877674f215dbe1db7bb50d4bb999b66e08160a5a2cca26bd3,273,377,1995,31,160877,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,8012217271f0fcd8c560c4b94892589788ad9117dd0398c11b4b2eeaeb238988,532,628,3752,94,278921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8015441d7de5f59dc0d9c74c940371c0e3417472a09a7a8dc3720fb1f1bb8281,594,584,2929,95,266866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80157c61a870b281f54b199b59e99e735c433b6877643846decba9c009db8790,1185,770,4799,65,220619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,801826865de7eb32f1ff9d7a91246bc309ebf15b3f065aed484c92b24a67193f,667,201,4441,18,202073,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,801a0fe28e2b5ce194bf5f1a17329f853af7a984b28da7b48321f1fc2a3f9547,413,100,1460,14,44750,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8024bfbe92b82c285970fe757a329f832a236190a9fd7494ed18ca9293252b19,430,117,1280,10,43771,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,8027d499140abf38f2a72e79fb8e3e44bc2d7d9bbc58bc561c6f588de342c257,221,44,941,8,23413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80282308f0d09f6e070f1a9148d9dc12373f87c8ce687aa0c51f3b4815c08689,161,37,419,7,23145,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,802bafa510f23f63d0455a273ccfebeae061ceffe90396b9903af6ff88093c05,183,37,765,5,46430,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,80300c8b6ae84a0f78a36295c73d04813484c45cdebe5df62ec918ba02c9b07e,351,305,1696,22,221770,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,8033c8239c9059a169f609507bfd56e5ef2d1d6375487e01df85d266dc778f80,6460,443,14137,503,1067675,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,8035b50d67a6a707f758ecf4f5879740fd4afc52ca23f1a113e7a2f2a0006599,450,477,4513,42,293741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8039a3e29e45fd820522b5fbac0cdd541813c7496ab0949af27c1ec3fc7ee4af,404,85,930,18,26763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8039ed2b16e67b184d04c67051194129e67181883ae28b480071d875eabbd42c,3892,850,20473,143,891355,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
Twitter Web App,803ca45a9509922734cb3d59fe5e1d00f73da40e850cf29f603a5c175c9fe3e7,619,92,1439,10,45862,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,803f4fb13af5423e26b9dc7f8012b05d65ff3d4353107d5a6fd44a8e6360ad6a,2506,1160,18839,157,719328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,804a844e3d1f8ba6d0d7c3de4a58a4969684fadf0ff34ecd69f0b69243b2bb14,9,36,65,2,36432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,804cc14f6de46a31cf5f304554bd20076d83ce338ccd549cd667280da339f028,0,0,6,0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,804dcd9bbc07df867c76e30a6e7b711a067ab3b870e6344462154db6ecaf78cc,227,77,648,15,22146,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,804e6fa2612952549759bc266bc7ef184b1a83c63d1ad3d04ccc21552babeaad,151,439,1386,27,71287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8052d24423132999e8e4f27ca641b2fbfa543472ad823ad91f7af4592d4152a4,1087,256,3378,46,141718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Twitter Web App,805870b47664176d66c0a665d04a1bdf23bfccc20d3c1610c6f5acbe93596796,49,226,281,10,59947,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,805db924fd9d58810ec799ca5316e787e69f36c3ecdc9e72648c69f7fe26b327,818,187,5857,46,252271,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,805ef267e6ca96d44383d4195894fcdc454335c8521d0d7222abe4441631b032,434,127,1896,22,49254,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80601eaac347a4f6b6c86ca5fbe745e8881c21e55aa12bde18f6cab451d2a503,926,382,4556,118,236295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8065cf33b57ddfd9a96ada88932aacbbe4b27114d8efb26c30b2e45f1afa2c51,541,99,1792,11,50144,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,8066aa282a52198658118cdecb273034b755f13240691313e8facdb450b026d9,336,249,2597,15,257071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80689a932d921ba35ec308b98a3c00a2c1fb9bcbb328ed2db42d429c2a4e096f,2436,698,13934,134,1034630,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80694f0be82cfeb60bf25432870020312213d72115586cfc1064b53254ce62e8,1159,419,5880,50,152463,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8069be83d64432f2040af89b4bf83c774060aebfce91ae96411a1ddac00b96bc,305,75,606,13,24836,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,806f6676d1246bfdcf7065874cd6a0a89f1652b83f166ebf652aad2f289e5df4,204,52,682,4,43018,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8074e56ce93d3d4368c96bc649149b7da1ee84c4a186cfcd54bd674f80dfefbc,1,1,11,0,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,807e373e7ee181c5245b242e85cdff7cadf99f4869e3cc82b5c80d987350eea5,323,43,619,14,16433,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,807f0af0100dc9dd87331e349a580eddc34cca28f2ee8c1397412725c74ac20c,2,6,19,2,7539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8084e2df723c80a247a260526a7e6dc86a39f27c7e55c91a468cb35bf29b94e7,447,5436,4482,325,476947,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80851f3804db6b73c338bc6079b8f9652876c7b7b55309c759deecc5f1882929,2,14,9,0,2886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8089cba63a3706cda386658581fd7e7d0c20eebca399b3d33ac7ccbf31dd53d2,235,56,969,4,29091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,808b47fe39d06115f74c7373a77273063b7118596638faf6e8b1f8719d3791a1,270,122,1798,8,194313,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,808b99931c23c587e92d24dfdac963ca329c6f9f51d7f11d2c96b5dc0723eb41,1515,169,3826,78,62916,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,809819f77bd8f9504be6d801bcb3ed1780218212b5f4216797164d81c33c7d6d,69,23,292,0,33387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8099d0c45d4dffc167dc414ae0ab084747313c2b6cb809e99bb64fde2cf040f3,596,148,2072,42,78659,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,809a81ce13c7a88050d82faabb373fa0a9c000b7b28fdf15441b239097cd9dc8,1404,542,7342,88,308141,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,809b5cee0a9143a686526f86ac5eb7e98212f8c71f04c5b6b16142f8a2c65b93,240,95,1506,28,33995,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,809bd6cb794e9cd7474d1cb0956771597399760d019d6fccb9adff8b5cdecc4b,1612,277,5706,43,130999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,809d5ffd73170582e1113b378f11b0224e43d8dabcd9cac61ed1562cf9cabc68,537,54,2134,5,45695,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,809f91404b67ee4389c0a975cd81237cd9ad7e0d29ba63cced92f6aec3521ba8,83,49,431,15,29695,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,80a6f09066e390bc644f9f75080ef447eb40368ff9cf64ec573c0d0b9b3bb4db,1541,388,7702,108,302489,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Twitter Web App,80a875b9fac005010cbadac77c2b808251e2d0fb32475ecbd484d0705bdf8278,191,24,388,12,25630,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80a89e8b735519abc81ed6102f8d300bbd02a1aa343549c7d58bcef9438f47bb,481,80,1789,4,47477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80ad5a4f5b6fc09120fdb0f5600af4eec768780463d9440cc856d4bba5172642,0,3,12,0,392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80ae429371354d817c38bdc49a2b27cc05c6dcb463ac2a23a81459e10b397cbc,425,41,1356,10,40858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80afb4e0199b07bd84ba9a9761cf87a7917b7913da9cf2796a489232832078b9,1377,516,8296,72,450857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80b2baebd912ae7fdb3076e3f197d929b433394a6c5e76bb3b7208c3d12c9619,282,51,1677,10,87453,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Twitter Web App,80ba5cacfeff8b40d18e153af59b9abb10973087a1f4be462bac9055270a5e16,1273,625,6513,93,271345,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,80ba7a6e714283fbe6f8ef58f700e9a8cb079ff8c0b9cd95de7553f081d7f9f7,192,15,417,3,23931,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,80bb53e27828b3e1623ea1a119b19610d90472447e118070f12b45f87a64747b,0,0,2,0,73,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80be25cac4b0340ddf97fa21aa7d6bf7492e403e305c96cde542b8a8c08c7028,7,7,46,0,3498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80bf998d94b147be8e9e32b8fde0ff6477d220c0095efd8aa67671a67c7d5efc,4760,1732,26348,480,2678001,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,80c551b0b5f073901ff5a7161358d8fbfb2edaa53668f6b23d3a21345b14e612,802,59,2060,11,63254,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,80cb3b07f715c68eaab6329c04175cd5f62740d25578e677ad143cb9b9075d66,0,0,0,0,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80d78a57727664f9af2767406d8c85975bd58b38162c550051f7b36479e2a9aa,188,39,861,23,81742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80dd0a2ea4691767cd609f3610e1ae83141b85e28b687d91f950823c511a4785,559,461,1953,105,212898,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80e65d5b94ce9cb4cba7e727bc610cb61d9c8465896d9268d23d4da3edeba92f,100,243,987,16,134573,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80e906809ae4878bb889e88ee4326f9fb4c70128fda2c3969cded3bb3a8c1c72,14666,3078,47678,1352,3047244,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,80eaecac0304ed80aec9c8e0e6b03e21cbe82096ba24fe2f5f8ca9b5b50a7f93,50,265,204,10,83214,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,80edf6872cd8371998d2d24a5019fc8d3adbd0711e363f817e3b6677ddf3e921,1428,242,3449,74,115500,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80ee35c3eb73585a62539f915f501234b26a286398ee09e4dc85677aa56dd1f5,897,337,5135,62,499890,,,,,,,,,0
Twitter Web App,80f7bb895efbc8ac32853828b397cb487fb15b8d8a4e330028bbce10fcba194c,165,604,1784,29,86807,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80fb473d9904d36a711fa75554380e1ef4401232a1a29fcbf9b36ee1e23f98de,215,68,1135,9,29031,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,80fd8201e3ae96ea565d5cebe7960704c74136003b03fc726bafba2394c675a7,162,18,601,3,36690,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80fda1293b9c0cc0bb93519f1b0a83e011e6d2b015f2507554321c2583cdfa09,281,725,1961,21,253717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,80ffd72b16caec68fcb8267a90ba35a98015fa84ec260bbd43c3858ca9b23a55,70,268,472,33,133243,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,810086ed44a08908ec6efb3622254da3341e53b489fc6bc417af66aa391bebde,305,170,1468,25,68720,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,810727a3e353920e9ad550dfd70cd6b37c06c641a8d003e050e8bae650d187cf,1093,407,4851,122,337482,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,81089ebde2aa0a652706f57fc8ab28116c23843f8e3e753f4d74937398583b38,14,23,72,0,7990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,810aea576d6061b4aec523134d6bfcda65e77d0ffb664668eb6f691f0cb832f5,1875,191,6810,48,149311,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,810b369caf6deb2cc43439de817fce36dd96efa688d6837647686b8b56cd4e04,75,259,571,17,89083,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,810cd63fea62102152ae19ea8d67ed53f411cba6bf6dfc545e8ae288677414d6,21,27,117,2,25486,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,810e3635f5f26d1c62772e061573e8b95d4b0bd436f4285b8dafd844a7e15736,359,519,2732,66,193902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,81109458126df91c5504a5adfbef40f9bfd4d0b576feccb78d09069604bff741,438,59,1168,7,25450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8110b9a05adeebdcdfdbdec155967c8d262ff199878105ed2665313e36b318ec,179,85,857,8,58983,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,8111953fce7b86e04b0113ff5664b5c8a665ce64968852a79c918f5de82f92b2,1377,1655,12160,277,1324950,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,8113cdc545352fe31e00b691a742c5c8a7b1793c601ff2064ca770bb6bdf7fa2,10657,23056,97024,11176,22565958,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,8113e1eb24f080cd3b0270853c83cdb1d4230cce153971e42885e99d4da96b2e,355,42,1033,10,31194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,81158bd8d7c4bdd6939177fdc579817678c21953856ee487150e0ed47253f3c6,99,21,299,4,11179,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8115e9cfa0d10165a935c7e9bbdd835df77a8ce3bcc3ecfa541ed3345877d14d,332,123,1053,12,38164,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,8116088a2f54cd15c7b16addd2b5ea48d1256e2b9d8fb32af34953f4dc8ef238,365,74,1351,14,56547,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8116a01cf536afcb4d1eba6c385f9a5d15c30f2a3def24b4bc5888969e5d9323,16194,4646,113872,1023,4126833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8116ed7f0336318e39396fa91fbaa347776018e5c77ace5f199e7a97fc5ad88f,50,64,438,6,55441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8129c5f52b5d5965ee6ce1789d9d6332bef88c0f402eda6e5d8dbab48c6160dd,1,0,4,0,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,812c564972afeb589febaeeeee8d44f4b01b3ceadac384e634c5b1f4d33fca2b,697,97,3057,26,119954,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,8132cc773646cecc98e1d8abb9d616f71b2ec099489b09f8f6edbadb8ce8a9e9,4132,11095,16632,641,997577,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,8134d6c6a6afc58c0eabccc598b2b6724e066ddb2425bd1f770b676a5652e76a,11,35,68,0,27308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,81378cf51107c9eb28ff30573332ec9a6eb3b9303432e1862fa4bb257dd5471c,854,202,2886,15,76606,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,81408118fa4a8417d6ade940859e449fef9d99cd40595dede0c6ea51ce6e0893,287,52,928,8,32097,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8157cec8e07b1bd19c8cbe63a2af2a1477830c4858058bd2f60ae01fa147137e,1353,253,4384,38,70609,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8158c805d0585e31096c59eb35d89bd3480164e692cb40bd13d3b9c778570954,11079,4456,50537,455,1852360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,815b38e34766a5517a3d65bf8c269137370fcf18b9e8eb4c4ea1d7d9a6f08ff4,799,105,2350,20,71064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,815b6bb31ded2ea653cd2b8a3c166eeadef6b1401b620df6908fc2a03ad346ac,3351,687,12592,157,275121,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8160807c514a279b2b94f7da3e10f51391ed20007fb2ab6ea0823c1fcaf76b0c,188,204,648,18,164366,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Twitter Web App,8166b8b812fd01ea69f9696cd8ddda8259cd8b15961dbab2f82c92b40cbc2ce0,63,17,164,6,17032,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,816a64261debac3a7fc16d80f26b80e2622837e7c3b2b82d806e2aebeb733f07,205,49,724,4,34604,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,816c8386db9b429da409b7457215b12368ed3efe1305dfdabe556d31005241cd,3372,347,4132,155,191790,,,,,,,,,0
Twitter Web App,816d85ce2de653b598d36305dbd58354144fa371b1963129ccb69ed6883ee4ea,79,690,857,41,81403,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,817597004c98dab330782624ab973aa42f5466ae14b5c5a40729335eb65603cc,543,241,3125,32,188675,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,8177dea640c999e654329784775b37693a8e791f45afb9f0a47a770d44644d57,447,254,2418,23,251749,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,8177f6acec799274072330eacdab15b59dd81f756e2e95678b3dbb165835ace5,277,163,949,11,30002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,817ae86e98757b8410a1705d214cd417626905094b0f592d7e7436aa1c2ba8a8,377,96,1314,10,35990,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,81919976b1ebcfc40e24df79c727e1edb4ac96682223018ab13d63fb03984918,2539,895,10359,168,297853,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,8195467232d1483fe8e4895042c395ac3ef9939a6b873bdeb989a52504417649,575,63,1504,14,39840,,,,,,,,,0
Twitter Web App,819665a7ec750f62e68cdedeaef79334dc54d62c960ee8aaed9c3748c983ac48,522,173,3056,17,364238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,8197c0f3d608aaef73ed336969a5f02ff9bf9a70219d637a8b371bcf57ef5ece,151,23,683,1,31561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,819877e331e1684298323de8d98648fb055ca28fd54a2b41007cd2eb5d6200bc,0,0,4,0,685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,81a5492fce92194168656c008ddece68a840c02c453f99e13ed52705fbfee543,415,126,1625,16,44903,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,81b096704c7e0720a94601aee20c2590141a4c0c860e2f415614d0573065af5a,1101,180,3796,30,106288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,81b2981de38e8cf6e8c2fd781e1676e22176557ad561477f6816546b20147a9b,1314,196,4308,53,66072,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,81b6f8849f431337aa8b56a45f336027e60ea2995ec7414d376b1f8937502174,206,37,866,6,35198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,81b830fa2986c3ec3b2f32f362dcd7777e2f7efa8d27f33f8a81e3c639879192,577,127,1728,18,86297,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,81bf22bf3ee2c7299f0edf9fd27062e8401f2e1ccdbb09291ff76633078f3b0c,5751,7551,22370,577,1486423,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,81bf815beb119c6d382c0a9fe4fd07ddfaf1a4907290f8cb61c5396018a374f1,513,136,1668,22,178822,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,81c3deb673552dfbfb461098b0aa01902482cdc1915a6c9ab595b8173e25270c,2371,167,10412,80,281013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,81c5cd31cbdd467cd0476c9d9f8712c22bc8b00d90559a0bbb6a9bc8f9a63795,869,775,3570,27,147058,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,81d167045219924f1a4b0605e0bcdc5b6493ef734c544bb4f310157baeba4264,1169,136,3443,24,79450,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,81d299e97f7b234c51ebbe1f90ce54a4fedd542d71088909a0f4dfca36d39a64,363,173,1150,9,59103,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,81d80559289a645571066c839f18d32f11dbd3ebcf659f8493d11affc8beef9e,233,344,2109,16,126837,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,81d8c0c137190157c6f573af3c44521595e81eb116a1daf726141d7974e7c7f5,164,55,969,7,109185,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,81e9631b015f593e636aedeaa585505dcc9afc82fd1d6706eb06f9e80bf316f5,288,64,1305,8,64835,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Twitter Web App,81ef70e98dea1c885dc04cca5788d6c2377f9978611ab3fc071c3d7c11d4c855,440,232,1351,40,37696,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,81efc9fff7ab8027e2f2eb3c4d9ba54b7ad0d87986bb50bbd20ef825d12a444a,5175,3546,14674,333,1211346,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,82033dbac17b101bb3b1dce52aa6e4833323e84cf4a627d2514a66df15db590d,49,5,103,4,12474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,82051ee437997967d61f8c0f0e44a92420a61cc3c2391f58ba964afb4e661b48,65,317,372,27,128598,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
